Tanggal;no ref;Keterangan;akun;D;K
21/10/2025;1131;Pembelian susu ultra milk uht 125 ml 9000 pcs;kredit;27000000;
21/10/2025;2111;Pembelian susu ultra milk uht 125 ml 9000 pcs;kredit;;27000000
21/10/2025;1131;Pembelian susu ultra milk uht 125 ml 9000 pcs;kredit;27000000;
21/10/2025;2111;Pembelian susu ultra milk uht 125 ml 9000 pcs;kredit;;27000000
21/10/2025;5171;Akomodasi rapat (makan dan kopi);uang Mas Denny;161500;
21/10/2025;1111;Akomodasi rapat (makan dan kopi);uang Mas Denny;;161500
28/10/2025;1131;Pembelian masker dan sarung tangan;kredit;1140000;
28/10/2025;2111;Pembelian masker dan sarung tangan;kredit;;1140000
05/11/2025;1131;Pembelian susu frisian flag uht 110 ml 2200 krt;kredit;229900000;
05/11/2025;2111;Pembelian susu frisian flag uht 110 ml 2200 krt;kredit;;229900000
05/11/2025;1131;Biaya kuli bongkar susu;uang Mas Denny;150000;
05/11/2025;1111;Biaya kuli bongkar susu;uang Mas Denny;;150000
05/11/2025;1131;Pembelian sayuran;tunai;360000;
05/11/2025;1111;Pembelian sayuran;tunai;;360000
06/11/2025;1131;Pembelian bumbu;tunai;27000;
06/11/2025;1111;Pembelian bumbu;tunai;;27000
06/11/2025;1141;Pembelian plastik;tunai;23000;
06/11/2025;1111;Pembelian plastik;tunai;;23000
06/11/2025;5211;Pembelian kresek;tunai;5000;
06/11/2025;1111;Pembelian kresek;tunai;;5000
06/11/2025;1131;Pembelian buah;tunai;140000;
06/11/2025;1111;Pembelian buah;tunai;;140000
06/11/2025;1131;Pembelian sayur;tunai;117000;
06/11/2025;1111;Pembelian sayur;tunai;;117000
06/11/2025;1131;Pembelian bahan kering;tunai;88500;
06/11/2025;1111;Pembelian bahan kering;tunai;;88500
06/11/2025;1141;Pembelian plastik;tunai;42000;
06/11/2025;1111;Pembelian plastik;tunai;;42000
07/11/2025;5111;Pembelian HPP Merden;tunai;4500000;
07/11/2025;1111;Pembelian HPP Merden;tunai;;4500000
07/11/2025;5111;Pembelian HPP Susukan;tunai;4250000;
07/11/2025;1111;Pembelian HPP Susukan;tunai;;4250000
07/11/2025;1131;Pembelian bawang merah;tunai;32000;
07/11/2025;1111;Pembelian bawang merah;tunai;;32000
07/11/2025;1131;Pembelian bawang putih;tunai;36000;
07/11/2025;1111;Pembelian bawang putih;tunai;;36000
07/11/2025;1131;Pembelian bawang bombay;tunai;15000;
07/11/2025;1111;Pembelian bawang bombay;tunai;;15000
07/11/2025;1131;Pembelian sayuran;tunai;36000;
07/11/2025;1111;Pembelian sayuran;tunai;;36000
07/11/2025;1131;Pembelian jeruk;tunai;180000;
07/11/2025;1111;Pembelian jeruk;tunai;;180000
07/11/2025;1131;Pembelian jagung;tunai;70000;
07/11/2025;1111;Pembelian jagung;tunai;;70000
07/11/2025;1131;Pembelian bumbu;tunai;17000;
07/11/2025;1111;Pembelian bumbu;tunai;;17000
07/11/2025;1141;Pembelian perlengkapan;tunai;34000;
07/11/2025;1111;Pembelian perlengkapan;tunai;;34000
08/11/2025;1131;Pembelian sayuran;tunai;26000;
08/11/2025;1111;Pembelian sayuran;tunai;;26000
08/11/2025;1131;Pembelian buah;tunai;170000;
08/11/2025;1111;Pembelian buah;tunai;;170000
08/11/2025;1131;Pembelian bahan kering;tunai;69500;
08/11/2025;1111;Pembelian bahan kering;tunai;;69500
08/11/2025;5161;Kerugian gula pasir (bocor);tunai;8500;
08/11/2025;1111;Kerugian gula pasir (bocor);tunai;;8500
08/11/2025;1141;Pembelian perlengkapan;tunai;17000;
08/11/2025;1111;Pembelian perlengkapan;tunai;;17000
10/11/2025;1131;Pembelian buah;tunai;170000;
10/11/2025;1111;Pembelian buah;tunai;;170000
10/11/2025;1131;Pembelian malkist;tunai;120000;
10/11/2025;1111;Pembelian malkist;tunai;;120000
10/11/2025;1131;Pembelian kacang atom;tunai;130000;
10/11/2025;1111;Pembelian kacang atom;tunai;;130000
10/11/2025;1131;Pembelian saos;tunai;15000;
10/11/2025;1111;Pembelian saos;tunai;;15000
10/11/2025;5161;Kerugian telur pecah;tunai;26000;
10/11/2025;1111;Kerugian telur pecah;tunai;;26000
10/11/2025;1141;Pembelian perlengkapan kantor;tunai;35000;
10/11/2025;1111;Pembelian perlengkapan kantor;tunai;;35000
10/11/2025;1141;Pembelian kalkulator;tunai;60000;
10/11/2025;1111;Pembelian kalkulator;tunai;;60000
10/11/2025;1141;Pembelian file holder;tunai;20000;
10/11/2025;1111;Pembelian file holder;tunai;;20000
10/11/2025;1141;Pembelian tip-ex;tunai;6000;
10/11/2025;1111;Pembelian tip-ex;tunai;;6000
10/11/2025;1141;Pembelian label;tunai;3000;
10/11/2025;1111;Pembelian label;tunai;;3000
10/11/2025;1131;Pembelian kecap;tunai;25000;
10/11/2025;1111;Pembelian kecap;tunai;;25000
10/11/2025;1131;Pembelian garam;tunai;3000;
10/11/2025;1111;Pembelian garam;tunai;;3000
10/11/2025;1141;Pembelian kamper;tunai;20000;
10/11/2025;1111;Pembelian kamper;tunai;;20000
11/11/2025;1141;Pembelian pel;tunai;25000;
11/11/2025;1111;Pembelian pel;tunai;;25000
11/11/2025;1141;Pembelian mangkok;tunai;100000;
11/11/2025;1111;Pembelian mangkok;tunai;;100000
11/11/2025;1141;Pembelian piring;tunai;70000;
11/11/2025;1111;Pembelian piring;tunai;;70000
11/11/2025;1141;Pembelian sendok;tunai;30000;
11/11/2025;1111;Pembelian sendok;tunai;;30000
11/11/2025;1141;Pembelian panci;tunai;60000;
11/11/2025;1111;Pembelian panci;tunai;;60000
11/11/2025;1141;Pembelian pompa galon;tunai;30000;
11/11/2025;1111;Pembelian pompa galon;tunai;;30000
11/11/2025;1210;Pembelian teko elektrik;tunai;75000;
11/11/2025;1111;Pembelian teko elektrik;tunai;;75000
11/11/2025;1210;Pembelian kipas angin;tunai;150000;
11/11/2025;1111;Pembelian kipas angin;tunai;;150000
11/11/2025;1141;Pembelian keset;tunai;25000;
11/11/2025;1111;Pembelian keset;tunai;;25000
11/11/2025;1141;Pembelian tempat sampah;tunai;20000;
11/11/2025;1111;Pembelian tempat sampah;tunai;;20000
11/11/2025;1141;Pembelian ember;tunai;15000;
11/11/2025;1111;Pembelian ember;tunai;;15000
11/11/2025;1141;Pembelian toples;tunai;20000;
11/11/2025;1111;Pembelian toples;tunai;;20000
11/11/2025;1141;Pembelian lap;tunai;15000;
11/11/2025;1111;Pembelian lap;tunai;;15000
11/11/2025;1141;Pembelian gayung;tunai;10000;
11/11/2025;1111;Pembelian gayung;tunai;;10000
10/11/2025;1111;Kas masuk;uang Pak Galih;1500000;
10/11/2025;2111;Kas masuk;uang Pak Galih;;1500000
10/11/2025;1131;Pembelian 7 kg bawang merah, 20 kg bawang putih, dan 4 kg bawang bombay;tunai;266000;
10/11/2025;1131;Pembelian 7 kg bawang merah, 20 kg bawang putih, dan 4 kg bawang bombay;tunai;580000;
10/11/2025;1131;Pembelian 7 kg bawang merah, 20 kg bawang putih, dan 4 kg bawang bombay;tunai;108000;
10/11/2025;1111;Pembelian 7 kg bawang merah, 20 kg bawang putih, dan 4 kg bawang bombay;tunai;;954000
10/11/2025;1131;Pembelian 5 pcs tepung terigu di Topaz;tunai;51000;
10/11/2025;5211;Pembelian 5 pcs tepung terigu di Topaz;tunai;500;
10/11/2025;1111;Pembelian 5 pcs tepung terigu di Topaz;tunai;;51500
10/11/2025;1131;Pembelian 30 kg tepung panir di Topaz;tunai;375000;
10/11/2025;1111;Pembelian 30 kg tepung panir di Topaz;tunai;;375000
10/11/2025;5191;Bayar parkir Topaz;tunai;3000;
10/11/2025;1111;Bayar parkir Topaz;tunai;;3000
10/11/2025;5181;Akomodasi BBM;uang Pak Anwar;100000;
10/11/2025;2151;Akomodasi BBM;uang Pak Anwar;;100000
11/11/2025;1111;Kas masuk;uang Pak Galih;1000000;
11/11/2025;2111;Kas masuk;uang Pak Galih;;1000000
11/11/2025;1121;Pemesanan dari SPPG Susukan ;kredit;2495000;
11/11/2025;4111;Pemesanan dari SPPG Susukan ;kredit;;2495000
11/11/2025;1131;Pembelian 200 kg (20 peti) telur tadus 200 kg ;kredit;5160000;
11/11/2025;2111;Pembelian 200 kg (20 peti) telur tadus 200 kg ;kredit;;5160000
11/11/2025;1131;Pembelian 250 kg jeruk dan 90 kg jagung pipil SPPG MBS Wanayasa ke Bu Lis;kredit;4250000;
11/11/2025;1131;Pembelian 250 kg jeruk dan 90 kg jagung pipil SPPG MBS Wanayasa ke Bu Lis;kredit;1530000;
11/11/2025;2111;Pembelian 250 kg jeruk dan 90 kg jagung pipil SPPG MBS Wanayasa ke Bu Lis;kredit;;5780000
11/11/2025;5111;Pengiriman barang PO SPPG MBS Wanayasa (Pemesanan 10/11);kredit;17830800;
11/11/2025;1131;Pengiriman barang PO SPPG MBS Wanayasa (Pemesanan 10/11);kredit;;17830800
11/11/2025;1141;Pembelian 9 pack kantong kresek putih dan 2 pack plastik boyo 2,5 kg;uang Mas Denny ;92250;
11/11/2025;1141;Pembelian 9 pack kantong kresek putih dan 2 pack plastik boyo 2,5 kg;uang Mas Denny ;8350;
11/11/2025;2111;Pembelian 9 pack kantong kresek putih dan 2 pack plastik boyo 2,5 kg;uang Mas Denny ;;100600
11/11/2025;2111;Pelunasan utang untuk pembelian plastik ke mas Denny;uang Mas Denny ;100600;
11/11/2025;1111;Pelunasan utang untuk pembelian plastik ke mas Denny;uang Mas Denny ;;100600
11/11/2025;1141;Pembelian ATK (kertas hvs);uang Mas Denny;51500;
11/11/2025;2111;Pembelian ATK (kertas hvs);uang Mas Denny;;51500
11/11/2025;1112;Pelunasan piutang SPPG Merden (Pemesanan 9/11);uang Mas Denny;23492000;
11/11/2025;1121;Pelunasan piutang SPPG Merden (Pemesanan 9/11);uang Mas Denny;;23492000
11/11/2025;1111;Kas masuk;uang di Bank;10000000;
11/11/2025;5221;Kas masuk;uang di Bank;6500;
11/11/2025;1112;Kas masuk;uang di Bank;;10006500
11/11/2025;1131;Pembelian 430 pcs tempe;uang Pak Galih;1032000;
11/11/2025;2111;Pembelian 430 pcs tempe;uang Pak Galih;;1032000
11/11/2025;1131;Pembelian 350 kg telur UD Pradipta Buah ;kredit;9275000;
11/11/2025;2111;Pembelian 350 kg telur UD Pradipta Buah ;kredit;;9275000
11/11/2025;1131;Pembelian 78 kg brokoli, 78 kg tauge, 30 kg selada, 40 kg wortel;kredit;2730000;
11/11/2025;1131;Pembelian 78 kg brokoli, 78 kg tauge, 30 kg selada, 40 kg wortel;kredit;1365000;
11/11/2025;1131;Pembelian 78 kg brokoli, 78 kg tauge, 30 kg selada, 40 kg wortel;kredit;1020000;
11/11/2025;1131;Pembelian 78 kg brokoli, 78 kg tauge, 30 kg selada, 40 kg wortel;kredit;600000;
11/11/2025;2111;Pembelian 78 kg brokoli, 78 kg tauge, 30 kg selada, 40 kg wortel;kredit;;5715000
11/11/2025;1131;Pembelian 250 kg jeruk dan 190 kg semangka;kredit;4000000;
11/11/2025;1131;Pembelian 250 kg jeruk dan 190 kg semangka;kredit;1520000;
11/11/2025;2111;Pembelian 250 kg jeruk dan 190 kg semangka;kredit;;5520000
11/11/2025;1111;Kas masuk;uang Mas Denny;1000000;
11/11/2025;2111;Kas masuk;uang Mas Denny;;1000000
11/11/2025;1131;Pembelian 10 kg bawang merah, 10 kg bawang putih dan 1 kg gula;tunai;350000;
11/11/2025;1131;Pembelian 10 kg bawang merah, 10 kg bawang putih dan 1 kg gula;tunai;290000;
11/11/2025;1131;Pembelian 10 kg bawang merah, 10 kg bawang putih dan 1 kg gula;tunai;17500;
11/11/2025;1111;Pembelian 10 kg bawang merah, 10 kg bawang putih dan 1 kg gula;tunai;;657500
11/11/2025;2111;Pelunasan utang ke Pak Galih;tunai;4900200;
11/11/2025;2141;Pelunasan utang ke Pak Galih;tunai;125000;
11/11/2025;2151;Pelunasan utang ke Pak Galih;tunai;248608;
11/11/2025;5221;Pelunasan utang ke Pak Galih;tunai;2500;
11/11/2025;1111;Pelunasan utang ke Pak Galih;tunai;;5276308
11/11/2025;1131;Pembelian 198 kg jeruk, 75 pcs santan kara 220 ml, 5 kg tepung maizena SPPG Merden ke Bu Lis;kredit;3366000;
11/11/2025;1131;Pembelian 198 kg jeruk, 75 pcs santan kara 220 ml, 5 kg tepung maizena SPPG Merden ke Bu Lis;kredit;1110000;
11/11/2025;1131;Pembelian 198 kg jeruk, 75 pcs santan kara 220 ml, 5 kg tepung maizena SPPG Merden ke Bu Lis;kredit;149000;
11/11/2025;2111;Pembelian 198 kg jeruk, 75 pcs santan kara 220 ml, 5 kg tepung maizena SPPG Merden ke Bu Lis;kredit;;4625000
11/11/2025;5111;Pengiriman barang PO SPPG Merden (Pemesanan 10/11) dan SPPG Susukan (Pemesanan 11/11);kredit;10239000;
11/11/2025;5111;Pengiriman barang PO SPPG Merden (Pemesanan 10/11) dan SPPG Susukan (Pemesanan 11/11);kredit;2318400;
11/11/2025;1131;Pengiriman barang PO SPPG Merden (Pemesanan 10/11) dan SPPG Susukan (Pemesanan 11/11);kredit;;12557400
11/11/2025;1122;Kas bon biaya BBM pengiriman;kredit;150000;
11/11/2025;1111;Kas bon biaya BBM pengiriman;kredit;;150000
11/11/2025;5311;Penukaran 1 pcs gula pecah SPPG Susukan (barang rusak dibawa pulang);kredit;17500;
11/11/2025;5111;Penukaran 1 pcs gula pecah SPPG Susukan (barang rusak dibawa pulang);kredit;;17500
11/11/2025;5111;Penukaran 1 pcs gula pecah SPPG Susukan (barang rusak dibawa pulang);kredit;17500;
11/11/2025;1131;Penukaran 1 pcs gula pecah SPPG Susukan (barang rusak dibawa pulang);kredit;;17500
11/11/2025;1141;Pemanfaatan gula pecah untuk operasional;kredit;17500;
11/11/2025;5311;Pemanfaatan gula pecah untuk operasional;kredit;;17500
11/11/2025;5171;Akomodasi (makan);tunai;74000;
11/11/2025;1111;Akomodasi (makan);tunai;;74000
11/11/2025;1121;Penjualan 1 kg telur ke Pak Galih ;kredit;29500;
11/11/2025;4111;Penjualan 1 kg telur ke Pak Galih ;kredit;;29500
11/11/2025;5111;Penjualan 1 kg telur ke Pak Galih ;kredit;26500;
11/11/2025;1131;Penjualan 1 kg telur ke Pak Galih ;kredit;;26500
12/11/2025;1111;Pelunasan piutang kas bon akomodasi BBM (11/11);kredit;150000;
12/11/2025;1122;Pelunasan piutang kas bon akomodasi BBM (11/11);kredit;;150000
12/11/2025;5181;Biaya akomodasi pengiriman SPPG Merden dan SPPG Susukan;kredit;150000;
12/11/2025;1111;Biaya akomodasi pengiriman SPPG Merden dan SPPG Susukan;kredit;;150000
12/11/2025;1121;Pemesanan dari SPPG Merden;kredit;9964120;
12/11/2025;4111;Pemesanan dari SPPG Merden;kredit;;9964120
12/11/2025;1121;Pemesanan dari SPPG Susukan ;kredit;5689000;
12/11/2025;4111;Pemesanan dari SPPG Susukan ;kredit;;5689000
12/11/2025;2111;Pelunasan utang ke Mas Denny (transaksi 11/11);kredit;1000000;
12/11/2025;5221;Pelunasan utang ke Mas Denny (transaksi 11/11);kredit;2500;
12/11/2025;1111;Pelunasan utang ke Mas Denny (transaksi 11/11);kredit;;1002500
12/11/2025;1131;Pembelian 195 kg semangka non biji, 7730 pcs malkist crackers, 2578 pcs kacang atom garuda, dan 4 L saos teriyaki SPPG MBS Wanayasa ke Bu Lis;kredit;1462500;
12/11/2025;1131;Pembelian 195 kg semangka non biji, 7730 pcs malkist crackers, 2578 pcs kacang atom garuda, dan 4 L saos teriyaki SPPG MBS Wanayasa ke Bu Lis;kredit;7343500;
12/11/2025;1131;Pembelian 195 kg semangka non biji, 7730 pcs malkist crackers, 2578 pcs kacang atom garuda, dan 4 L saos teriyaki SPPG MBS Wanayasa ke Bu Lis;kredit;4640400;
12/11/2025;1131;Pembelian 195 kg semangka non biji, 7730 pcs malkist crackers, 2578 pcs kacang atom garuda, dan 4 L saos teriyaki SPPG MBS Wanayasa ke Bu Lis;kredit;242000;
12/11/2025;2111;Pembelian 195 kg semangka non biji, 7730 pcs malkist crackers, 2578 pcs kacang atom garuda, dan 4 L saos teriyaki SPPG MBS Wanayasa ke Bu Lis;kredit;;13688400
12/11/2025;5111;Pengiriman barang PO SPPG MBS Wanayasa (Pemesanan 10/11);kredit;28010500;
12/11/2025;1131;Pengiriman barang PO SPPG MBS Wanayasa (Pemesanan 10/11);kredit;;28010500
12/11/2025;1123;Kas bon biaya makan pengiriman;kredit;50000;
12/11/2025;1111;Kas bon biaya makan pengiriman;kredit;;50000
12/11/2025;5311;Penukaran 2 kg telur yang pecah SPPG MBS Wanayasa (barang rusak dibawa pulang);kredit;52600;
12/11/2025;5111;Penukaran 2 kg telur yang pecah SPPG MBS Wanayasa (barang rusak dibawa pulang);kredit;;52600
12/11/2025;5111;Penukaran 2 kg telur yang pecah SPPG MBS Wanayasa (barang rusak dibawa pulang);kredit;53000;
12/11/2025;1131;Penukaran 2 kg telur yang pecah SPPG MBS Wanayasa (barang rusak dibawa pulang);kredit;;53000
12/11/2025;1111;Kas masuk;uang Mas Denny;1000000;
12/11/2025;2111;Kas masuk;uang Mas Denny;;1000000
12/11/2025;1141;Pembelian ATK;tunai;61500;
12/11/2025;1141;Pembelian ATK;tunai;60000;
12/11/2025;1141;Pembelian ATK;tunai;17000;
12/11/2025;1141;Pembelian ATK;tunai;6500;
12/11/2025;1141;Pembelian ATK;tunai;7500;
12/11/2025;1141;Pembelian ATK;tunai;8000;
12/11/2025;1111;Pembelian ATK;tunai;;160500
12/11/2025;1131;Pembelian 14.990 gr kecap bango, 1 kg tepung tapioka, dan 6 pcs garam di Depo Pelita;tunai;490700;
12/11/2025;1131;Pembelian 14.990 gr kecap bango, 1 kg tepung tapioka, dan 6 pcs garam di Depo Pelita;tunai;9000;
12/11/2025;1131;Pembelian 14.990 gr kecap bango, 1 kg tepung tapioka, dan 6 pcs garam di Depo Pelita;tunai;18000;
12/11/2025;1111;Pembelian 14.990 gr kecap bango, 1 kg tepung tapioka, dan 6 pcs garam di Depo Pelita;tunai;;517700
12/11/2025;1141;Pembelian inventaris;tunai;33400;
12/11/2025;1141;Pembelian inventaris;tunai;28000;
12/11/2025;1141;Pembelian inventaris;tunai;104000;
12/11/2025;1141;Pembelian inventaris;tunai;90000;
12/11/2025;1141;Pembelian inventaris;tunai;21000;
12/11/2025;1141;Pembelian inventaris;tunai;39000;
12/11/2025;1141;Pembelian inventaris;tunai;66500;
12/11/2025;1211;Pembelian inventaris;tunai;70000;
12/11/2025;1211;Pembelian inventaris;tunai;200000;
12/11/2025;1111;Pembelian inventaris;tunai;;651900
12/11/2025;5171;Akomodasi (minum);tunai;5500;
12/11/2025;1111;Akomodasi (minum);tunai;;5500
12/11/2025;5191;Biaya parkir Depo Pelita;tunai;4000;
12/11/2025;1111;Biaya parkir Depo Pelita;tunai;;4000
12/11/2025;1141;Pembelian inventaris;tunai;65000;
12/11/2025;1141;Pembelian inventaris;tunai;20000;
12/11/2025;1141;Pembelian inventaris;tunai;30000;
12/11/2025;1141;Pembelian inventaris;tunai;45000;
12/11/2025;1141;Pembelian inventaris;tunai;20000;
12/11/2025;1141;Pembelian inventaris;tunai;10000;
12/11/2025;1111;Pembelian inventaris;tunai;;190000
12/11/2025;5111;Pengiriman barang PO SPPG Merden (Pemesanan 12/11);tunai;7567500;
12/11/2025;1131;Pengiriman barang PO SPPG Merden (Pemesanan 12/11);tunai;;7567500
12/11/2025;1111;Pelunasan kas bon biaya makan (12/11);tunai;50000;
12/11/2025;1123;Pelunasan kas bon biaya makan (12/11);tunai;;50000
12/11/2025;5171;Biaya makan pengiriman SPPG MBS Wanayasa;tunai;32000;
12/11/2025;1111;Biaya makan pengiriman SPPG MBS Wanayasa;tunai;;32000
12/11/2025;5171;Biaya makan pengiriman SPPG Merden;tunai;18000;
12/11/2025;1111;Biaya makan pengiriman SPPG Merden;tunai;;18000
12/11/2025;1131;Pembelian 58 kg keripik, 53 kg timun, 13 kg kacang polong SPPG Susukan ke Bu Lis;kredit;3654000;
12/11/2025;1131;Pembelian 58 kg keripik, 53 kg timun, 13 kg kacang polong SPPG Susukan ke Bu Lis;kredit;503500;
12/11/2025;1131;Pembelian 58 kg keripik, 53 kg timun, 13 kg kacang polong SPPG Susukan ke Bu Lis;kredit;715000;
12/11/2025;2111;Pembelian 58 kg keripik, 53 kg timun, 13 kg kacang polong SPPG Susukan ke Bu Lis;kredit;;4872500
12/11/2025;5111;Pengiriman barang PO SPPG Susukan dari Bu Lis (Pemesanan 12/11);kredit;4872500;
12/11/2025;1131;Pengiriman barang PO SPPG Susukan dari Bu Lis (Pemesanan 12/11);kredit;;4872500
12/11/2025;1111;Pelunasan piutang penjualan 1 kg telur dari Pak Galih;kredit;29500;
12/11/2025;1121;Pelunasan piutang penjualan 1 kg telur dari Pak Galih;kredit;;29500
13/11/2025;1112;Pelunasan piutang SPPG Susukan (Pemesanan 10/11);kredit;9330000;
13/11/2025;1121;Pelunasan piutang SPPG Susukan (Pemesanan 10/11);kredit;;9330000
13/11/2025;1121;Pemesanan dari SPPG Susukan ;kredit;7667650;
13/11/2025;4111;Pemesanan dari SPPG Susukan ;kredit;;7667650
13/11/2025;1131;Pembelian 200 kg telur tadus ;kredit;5180000;
13/11/2025;2111;Pembelian 200 kg telur tadus ;kredit;;5180000
13/11/2025;1131;Pembelian 65 kg kacang panjang SPPG MBS Wanayasa ke Pak Eko;kredit;910000;
13/11/2025;2111;Pembelian 65 kg kacang panjang SPPG MBS Wanayasa ke Pak Eko;kredit;;910000
13/11/2025;5111;Pengiriman 65 kg kacang panjang SPPG MBS Wanayasa dari supplier Pak Eko (pemesanan 10/11);kredit;910000;
13/11/2025;1131;Pengiriman 65 kg kacang panjang SPPG MBS Wanayasa dari supplier Pak Eko (pemesanan 10/11);kredit;;910000
13/11/2025;1131;Pembelian 1 bal rafia mahkota, 1 bal rafia gajah, 2 bal rafia polos, 1 renceng ladaku, 20 pcs kaldu jamur 40 ml, 2 pcs tepung maizena, 3 botol minyak wijen 300 ml, 2 pcs kecap bango 700 ml, 1 pcs kecap bango 265 ml, 2 box sarung tangan latex, 4 pcs sunlight 1,5 L, 5 kg tomat, 0,5 kg seledri, 5 kg cabai merah keriting, 25 kg wortel, 15 kg kembang kol SPPG Susukan ke Bu Lis;kredit;375000;
13/11/2025;1131;Pembelian 1 bal rafia mahkota, 1 bal rafia gajah, 2 bal rafia polos, 1 renceng ladaku, 20 pcs kaldu jamur 40 ml, 2 pcs tepung maizena, 3 botol minyak wijen 300 ml, 2 pcs kecap bango 700 ml, 1 pcs kecap bango 265 ml, 2 box sarung tangan latex, 4 pcs sunlight 1,5 L, 5 kg tomat, 0,5 kg seledri, 5 kg cabai merah keriting, 25 kg wortel, 15 kg kembang kol SPPG Susukan ke Bu Lis;kredit;375000;
13/11/2025;1131;Pembelian 1 bal rafia mahkota, 1 bal rafia gajah, 2 bal rafia polos, 1 renceng ladaku, 20 pcs kaldu jamur 40 ml, 2 pcs tepung maizena, 3 botol minyak wijen 300 ml, 2 pcs kecap bango 700 ml, 1 pcs kecap bango 265 ml, 2 box sarung tangan latex, 4 pcs sunlight 1,5 L, 5 kg tomat, 0,5 kg seledri, 5 kg cabai merah keriting, 25 kg wortel, 15 kg kembang kol SPPG Susukan ke Bu Lis;kredit;265000;
13/11/2025;1131;Pembelian 1 bal rafia mahkota, 1 bal rafia gajah, 2 bal rafia polos, 1 renceng ladaku, 20 pcs kaldu jamur 40 ml, 2 pcs tepung maizena, 3 botol minyak wijen 300 ml, 2 pcs kecap bango 700 ml, 1 pcs kecap bango 265 ml, 2 box sarung tangan latex, 4 pcs sunlight 1,5 L, 5 kg tomat, 0,5 kg seledri, 5 kg cabai merah keriting, 25 kg wortel, 15 kg kembang kol SPPG Susukan ke Bu Lis;kredit;10000;
13/11/2025;1131;Pembelian 1 bal rafia mahkota, 1 bal rafia gajah, 2 bal rafia polos, 1 renceng ladaku, 20 pcs kaldu jamur 40 ml, 2 pcs tepung maizena, 3 botol minyak wijen 300 ml, 2 pcs kecap bango 700 ml, 1 pcs kecap bango 265 ml, 2 box sarung tangan latex, 4 pcs sunlight 1,5 L, 5 kg tomat, 0,5 kg seledri, 5 kg cabai merah keriting, 25 kg wortel, 15 kg kembang kol SPPG Susukan ke Bu Lis;kredit;57500;
13/11/2025;1131;Pembelian 1 bal rafia mahkota, 1 bal rafia gajah, 2 bal rafia polos, 1 renceng ladaku, 20 pcs kaldu jamur 40 ml, 2 pcs tepung maizena, 3 botol minyak wijen 300 ml, 2 pcs kecap bango 700 ml, 1 pcs kecap bango 265 ml, 2 box sarung tangan latex, 4 pcs sunlight 1,5 L, 5 kg tomat, 0,5 kg seledri, 5 kg cabai merah keriting, 25 kg wortel, 15 kg kembang kol SPPG Susukan ke Bu Lis;kredit;100000;
13/11/2025;1131;Pembelian 1 bal rafia mahkota, 1 bal rafia gajah, 2 bal rafia polos, 1 renceng ladaku, 20 pcs kaldu jamur 40 ml, 2 pcs tepung maizena, 3 botol minyak wijen 300 ml, 2 pcs kecap bango 700 ml, 1 pcs kecap bango 265 ml, 2 box sarung tangan latex, 4 pcs sunlight 1,5 L, 5 kg tomat, 0,5 kg seledri, 5 kg cabai merah keriting, 25 kg wortel, 15 kg kembang kol SPPG Susukan ke Bu Lis;kredit;150000;
13/11/2025;1131;Pembelian 1 bal rafia mahkota, 1 bal rafia gajah, 2 bal rafia polos, 1 renceng ladaku, 20 pcs kaldu jamur 40 ml, 2 pcs tepung maizena, 3 botol minyak wijen 300 ml, 2 pcs kecap bango 700 ml, 1 pcs kecap bango 265 ml, 2 box sarung tangan latex, 4 pcs sunlight 1,5 L, 5 kg tomat, 0,5 kg seledri, 5 kg cabai merah keriting, 25 kg wortel, 15 kg kembang kol SPPG Susukan ke Bu Lis;kredit;52000;
13/11/2025;1131;Pembelian 1 bal rafia mahkota, 1 bal rafia gajah, 2 bal rafia polos, 1 renceng ladaku, 20 pcs kaldu jamur 40 ml, 2 pcs tepung maizena, 3 botol minyak wijen 300 ml, 2 pcs kecap bango 700 ml, 1 pcs kecap bango 265 ml, 2 box sarung tangan latex, 4 pcs sunlight 1,5 L, 5 kg tomat, 0,5 kg seledri, 5 kg cabai merah keriting, 25 kg wortel, 15 kg kembang kol SPPG Susukan ke Bu Lis;kredit;10500;
